PC1,PC2,PC3,PC4,PC5
-0.3268285497700907,-0.47731362334853367,0.956175154093227,-0.9118984849566766,-0.16582953394241579
1.2749199314621926,0.24765522673271476,1.291700267661653,-0.11641683858355971,-0.0907106871177186
2.0607716304943446,1.091833885468431,-1.5209169527062845,-0.3802664829935685,-0.41919505740136304
1.1183570204418278,0.39745038671236743,0.8177849100438452,1.6217843101111094,-0.02247384378504009
-1.3257435156303647,0.5224133365079766,0.41181422662655776,0.2429866647064841,0.7552490683374083
1.2582442014483384,0.7709617117314942,0.5641302021244737,0.3866676572461325,0.2677273029077629
0.8610595770177981,0.8234878441157756,0.6882229113044658,0.3619286167148333,0.2633009204127814
-1.8789612531737159,1.465800598172025,0.9656677116715413,0.9231227062594791,-0.2209508764473423
3.380357127721171,0.41599395157243574,-0.6667210735142942,-0.23954702482649373,-2.2147062501215986
-2.3200163248429457,1.1008175064814774,-0.34183500175698617,0.8271297393115125,0.3013705585283781
-3.662220980910429,1.7515252942985697,-0.4555669214798608,-1.1081214654381997,0.667843051569106
3.2303961996229758,-2.7964628625622043,1.110463699564359,0.7329141546034365,0.1619052665314478
0.26254137875180766,0.1991733415045635,-0.8791720182977893,0.49712988261336044,0.34840052081309203
-2.7819581072771378,-1.9507069295355095,-0.34178656065569346,-2.307663780462538,-0.14670287610944402
-2.1815638942200968,1.3879825725689479,1.1482108283078516,-0.7175344579754663,-0.10529888465091737
2.128430915819772,0.3908841838936076,-0.9309505845037331,0.2349203449397031,-0.17161506980470678
-2.815476447825254,-1.3434957725210412,-0.8307647679837913,-0.29682640735559906,-0.1524032371058043
-2.7647119493842687,-0.024501003178286126,-0.8485395511899202,0.6555601900053029,-0.023428994077256036
0.6506093927142849,0.8863116742887112,0.7385736062051272,-1.1051449825209716,0.10272545876208462
1.6054263783288292,-1.0542060062949579,-1.162243509431313,-0.6659158621635953,0.4378043946745287
-0.35612859110015255,0.2653177035136662,0.18767926331635904,0.4235772317235059,1.1022223322864935
1.9123806738356752,-0.0433176963625956,-2.0687582097042334,-0.8109654667345133,0.28091855571168606
1.7686480750658276,0.5808092349879815,1.1536569855483083,0.670943918383645,0.6176110367568263
2.124095188922628,0.8212215811894038,-0.1612293935472807,0.18542862607698038,-0.7204578035790576
0.7262622264046341,0.6706923503608075,-1.7786590534348206,1.0177190649510488,0.6592398039943811
-2.8181358701993524,1.4501578974221832,-0.41658743916492513,-0.862195658830595,0.6630697161162161
-2.361978260794977,1.3583203439701554,0.4665783820879261,-0.6342685123188367,0.19649813909245992
-4.080017823559131,-3.896735832886563,-0.4773826537473105,1.56681927245939,-2.2425375705188095
-0.96828796042614,1.4949145465278613,-1.3341333022519837,-0.48672679922307077,1.3520229418859435
-0.9846065805508694,-0.7761441833040795,-0.34752600258521466,-0.8640515420413474,0.5154091097088521
1.9664381068806998,-0.15472362173198798,0.47162855852244395,-1.074755132276932,0.02064722977063029
-3.3216743733774563,-1.3677688358416749,-0.6663638082339085,-0.4906857132422407,-0.33068835896241505
-0.15761014239345064,-0.4785228730634798,0.9165310606228716,-0.9095692563964952,-0.17968537401320017
-2.7817701099514585,0.43721997869977447,0.33679034003102326,-0.36175477061595107,0.23936388378930828
1.5296922188992748,0.3448976229618533,0.37628157078965696,-0.13876748149804333,-0.24601195557312777
