output_dim,num_layers,hidden_layer_size,dropout_rate,activation_fn,optimizer,loss_fn,threshold,lr_scheduler,batch_size,average_dice,average_precision,average_recall,average_f1
1036,1,128,0.36950527186202653,tanh,"{'name': 'Adam', 'lr': 0.0005228511618774047}",MultiLabelSoftMarginLoss,0.42873208102246746,"{'name': 'CyclicLR', 'base_lr': 8.611676347742351e-05, 'max_lr': 0.006433393083021121, 'step_size_up': 2000, 'mode_cyclic': 'exp_range'}",16,0.17639000000000002,0.6479166666666667,0.10435641586489486,0.17639596377628494
1036,1,128,0.18951395347258798,relu,"{'name': 'AdamW', 'lr': 0.0008787171474851017}",BCEWithLogitsLoss,0.4979468488050226,{'name': 'None'},32,0.26353812500000007,0.9402430555555557,0.15906904791401746,0.2635435393853005
1036,1,1024,0.22769169854655688,relu,"{'name': 'RMSprop', 'lr': 0.0005018047739347955}",MultiLabelSoftMarginLoss,0.5695395043628007,"{'name': 'CyclicLR', 'base_lr': 0.00025866492582438794, 'max_lr': 0.0038102890129225802, 'step_size_up': 4000, 'mode_cyclic': 'triangular'}",32,0.74256875,0.9752614630650138,0.6171436399619022,0.7425678171024552
1036,2,512,0.2172219380198087,relu,"{'name': 'Adam', 'lr': 0.00069641362300575}",BCEWithLogitsLoss,0.31951219903120626,"{'name': 'StepLR', 'step_size': 5, 'gamma': 0.32300463957490333}",32,0.1496825,0.4419791666666667,0.09620560420434687,0.14968661592843707
1036,3,256,0.29652117289179525,selu,"{'name': 'AdamW', 'lr': 8.74664807452327e-05}",BCEWithLogitsLoss,0.4980636303137245,"{'name': 'StepLR', 'step_size': 5, 'gamma': 0.6932824157897669}",16,0.09505999999999999,0.70625,0.051452579201908676,0.09506619154807192
1036,1,256,0.2730653051368677,tanh,"{'name': 'RMSprop', 'lr': 5.927706632235694e-05}",MultiLabelSoftMarginLoss,0.6179352501967861,"{'name': 'ReduceLROnPlateau', 'mode': 'min', 'factor': 0.23211767018725366, 'patience': 10}",16,0.09505999999999999,0.70625,0.051452579201908676,0.09506619154807192
1036,1,512,0.29182704885261046,leaky_relu,"{'name': 'Adam', 'lr': 7.149325363147559e-05}",BCEWithLogitsLoss,0.3803781825992558,"{'name': 'CosineAnnealingLR', 'T_max': 14.562593081272322, 'eta_min': 1e-05}",64,0.164926875,0.5833333333333333,0.10373175046611546,0.1649311497458156
1036,1,128,0.24062620838596507,relu,"{'name': 'SGD', 'lr': 0.008187319054715236, 'momentum': 0.8350443774342589}",MultiLabelSoftMarginLoss,0.5219061999052841,"{'name': 'CosineAnnealingLR', 'T_max': 30.27977846742016, 'eta_min': 1e-06}",16,0.13666687500000002,0.10284090909090908,0.21979953511323008,0.13667334199174236
1036,1,128,0.36150096655664965,tanh,"{'name': 'AdamW', 'lr': 0.00021360701797219124}",SoftMarginLoss,0.47579092110466464,"{'name': 'ReduceLROnPlateau', 'mode': 'min', 'factor': 0.21447234831916295, 'patience': 15}",32,0.25908499999999995,0.19583333333333322,0.4110252284261275,0.25908216181513855
1036,2,2048,0.10514054941434342,selu,"{'name': 'RMSprop', 'lr': 0.0003995940283269511}",BCEWithLogitsLoss,0.34544573379628907,"{'name': 'CyclicLR', 'base_lr': 0.0006863036930745188, 'max_lr': 0.016069696733593677, 'step_size_up': 4000, 'mode_cyclic': 'triangular2'}",8,0.8010299999999999,0.8317866072523705,0.7852021231148119,0.8010318092858372
1036,2,512,0.22518673972266748,tanh,"{'name': 'SGD', 'lr': 0.0038316885252213267, 'momentum': 0.19122617360977007}",MultiLabelSoftMarginLoss,0.6879935407737479,"{'name': 'CyclicLR', 'base_lr': 0.00021669502825437175, 'max_lr': 0.0015379275392902573, 'step_size_up': 2000, 'mode_cyclic': 'triangular2'}",64,0.0,0.0,0.0,0.0
