output_dim,num_layers,hidden_layer_size,dropout_rate,activation_fn,optimizer,loss_fn,threshold,lr_scheduler,batch_size,average_dice,average_precision,average_recall,average_f1
1036,2,512,0.35209611828948706,elu,"{'name': 'SGD', 'lr': 0.004492294348776013, 'momentum': 0.026181189484423717}",BCEWithLogitsLoss,0.5510005233328154,"{'name': 'ExponentialLR', 'gamma': 0.9350917757349249}",64,0.0,0.0,0.0,0.0
1036,3,128,0.307295639886146,leaky_relu,"{'name': 'SGD', 'lr': 0.0012547144769673503, 'momentum': 0.7670168616022983}",SoftMarginLoss,0.5878952108532904,"{'name': 'CyclicLR', 'base_lr': 0.0003640152655761996, 'max_lr': 0.007520089567783623, 'step_size_up': 2000, 'mode_cyclic': 'triangular2'}",8,0.0,0.0,0.0,0.0
1036,1,512,0.20070670000238505,leaky_relu,"{'name': 'AdamW', 'lr': 1.5653325037492405e-05}",BCEWithLogitsLoss,0.44439057725857545,"{'name': 'ReduceLROnPlateau', 'mode': 'min', 'factor': 0.3445288507003857, 'patience': 15}",8,0.21289185520361992,0.9744343891402715,0.12416360343517219,0.21289985415681517
1036,2,256,0.23878219061466807,elu,"{'name': 'Adam', 'lr': 0.000849724173894765}",SoftMarginLoss,0.304634539834191,"{'name': 'ExponentialLR', 'gamma': 0.8565447275227702}",32,0.04713438914027149,0.036199095022624424,0.06821310542458983,0.047138328419118844
1036,3,512,0.2264985447648819,leaky_relu,"{'name': 'Adam', 'lr': 0.0008483606949750948}",MultiLabelSoftMarginLoss,0.6800380880834205,"{'name': 'ExponentialLR', 'gamma': 0.9194051058619823}",32,0.0,0.0,0.0,0.0
1036,2,256,0.2791238404428273,selu,"{'name': 'SGD', 'lr': 0.0016337224545992534, 'momentum': 0.5777002103106086}",SoftMarginLoss,0.7944446264798692,"{'name': 'StepLR', 'step_size': 10, 'gamma': 0.5365444188767885}",64,0.0,0.0,0.0,0.0
1036,2,1024,0.3757604093033593,tanh,"{'name': 'SGD', 'lr': 0.0004526974464817522, 'momentum': 0.0006710516149984946}",SoftMarginLoss,0.47545568825673734,"{'name': 'CyclicLR', 'base_lr': 8.791236270672904e-05, 'max_lr': 0.010605878495562852, 'step_size_up': 4000, 'mode_cyclic': 'triangular2'}",16,0.022780995475113124,0.017413958590429175,0.03323900749688403,0.022780613159654118
1036,3,512,0.3452506031536289,tanh,"{'name': 'SGD', 'lr': 0.0009303568467861443, 'momentum': 0.09971558495650462}",BCEWithLogitsLoss,0.3712811483190977,{'name': 'None'},16,0.02249140271493213,0.017276840806252566,0.032591453946922214,0.022493833541794506
1036,3,2048,0.10750398398705653,tanh,"{'name': 'SGD', 'lr': 0.006984305122491118, 'momentum': 0.2557571637304604}",SoftMarginLoss,0.5090863071092493,"{'name': 'CyclicLR', 'base_lr': 0.0007888532740428843, 'max_lr': 0.009677376167048132, 'step_size_up': 4000, 'mode_cyclic': 'triangular2'}",8,0.01788144796380091,0.013711778417660766,0.026045637032983918,0.017880956936984656
1036,2,256,0.1725833192328718,selu,"{'name': 'SGD', 'lr': 0.0014269553968444253, 'momentum': 0.8359715694626609}",SoftMarginLoss,0.4776599297118985,"{'name': 'CyclicLR', 'base_lr': 1.0477957906229774e-05, 'max_lr': 0.002360203407372826, 'step_size_up': 2000, 'mode_cyclic': 'exp_range'}",64,0.026163348416289593,0.019882078705608108,0.03872662396729447,0.02616564375029772
1036,3,512,0.2672524477845317,selu,"{'name': 'AdamW', 'lr': 0.00013826857782276767}",BCEWithLogitsLoss,0.6141156041726625,"{'name': 'CosineAnnealingLR', 'T_max': 30.845450780853632, 'eta_min': 0}",64,0.10524660633484166,0.9502262443438914,0.055768784012797154,0.10525564859753854
1036,1,128,0.16341121309648454,gelu,"{'name': 'AdamW', 'lr': 0.0008794791870472559}",BCEWithLogitsLoss,0.39716587292647293,"{'name': 'ReduceLROnPlateau', 'mode': 'min', 'factor': 0.3604059674696981, 'patience': 5}",8,0.10524660633484165,0.9502262443438914,0.05576878401279718,0.10525564859753857
1036,1,512,0.19249070778997035,relu,"{'name': 'AdamW', 'lr': 0.0001689153764099839}",BCEWithLogitsLoss,0.6561177846164299,"{'name': 'ReduceLROnPlateau', 'mode': 'min', 'factor': 0.46924935933970313, 'patience': 15}",8,0.5503678733031675,0.9936382245205775,0.39294399396086016,0.5503641729147628
1036,1,512,0.19629489047238838,relu,"{'name': 'AdamW', 'lr': 1.2615814587127391e-05}",BCEWithLogitsLoss,0.6267826511860928,"{'name': 'CosineAnnealingLR', 'T_max': 28.761231621462183, 'eta_min': 0}",64,0.10524660633484166,0.9502262443438914,0.055768784012797154,0.10525564859753854
1036,1,512,0.18494322368775412,relu,"{'name': 'AdamW', 'lr': 0.00018824349828677308}",BCEWithLogitsLoss,0.6993509131747739,"{'name': 'ReduceLROnPlateau', 'mode': 'min', 'factor': 0.2831936471812553, 'patience': 5}",8,0.5510266968325792,0.9961538461538462,0.3928152374687568,0.5510223422324259
1036,1,2048,0.11994580208015614,relu,"{'name': 'RMSprop', 'lr': 0.00038229913642809783}",MultiLabelSoftMarginLoss,0.7249377936126371,"{'name': 'ReduceLROnPlateau', 'mode': 'min', 'factor': 0.47722841164480523, 'patience': 5}",8,0.20291628959276017,1.0,0.11708868180689048,0.20292460512478486
1036,1,2048,0.12217679352311622,relu,"{'name': 'RMSprop', 'lr': 2.894236784533956e-05}",MultiLabelSoftMarginLoss,0.7275694203451885,"{'name': 'ReduceLROnPlateau', 'mode': 'min', 'factor': 0.40630260852963584, 'patience': 5}",8,0.14616425339366515,0.9762443438914027,0.08133292948539425,0.1461730171586373
1036,1,1024,0.1456412622592992,relu,"{'name': 'AdamW', 'lr': 1.2417303386716116e-05}",BCEWithLogitsLoss,0.7193438562844382,"{'name': 'ReduceLROnPlateau', 'mode': 'min', 'factor': 0.11149793291933224, 'patience': 5}",8,0.25279954751131223,1.0,0.1505405075993296,0.25280687060225665
1036,1,1024,0.1534355158144752,relu,"{'name': 'AdamW', 'lr': 0.0004094471196044917}",BCEWithLogitsLoss,0.7987202171912957,"{'name': 'ReduceLROnPlateau', 'mode': 'min', 'factor': 0.22769757983214456, 'patience': 5}",8,0.10524660633484165,0.9502262443438914,0.05576878401279718,0.10525564859753857
1036,1,512,0.19982193290439423,relu,"{'name': 'AdamW', 'lr': 5.1553423746683785e-05}",BCEWithLogitsLoss,0.6580678068329998,"{'name': 'StepLR', 'step_size': 20, 'gamma': 0.8251342892010032}",8,0.0,0.0,0.0,0.0
1036,1,512,0.20342991438409147,gelu,"{'name': 'AdamW', 'lr': 2.261259490083158e-05}",BCEWithLogitsLoss,0.6697397689151164,"{'name': 'StepLR', 'step_size': 20, 'gamma': 0.4483563353355574}",32,0.0,0.0,0.0,0.0
1036,1,512,0.22063210955759888,gelu,"{'name': 'AdamW', 'lr': 4.4122662723250066e-05}",BCEWithLogitsLoss,0.5483477899080961,"{'name': 'ReduceLROnPlateau', 'mode': 'min', 'factor': 0.12283919017813943, 'patience': 15}",16,0.10524660633484162,0.9502262443438914,0.055768784012797175,0.10525564859753857
1036,1,1024,0.14035306525658278,relu,"{'name': 'AdamW', 'lr': 0.0009930928024566698}",BCEWithLogitsLoss,0.7251665530645636,"{'name': 'ReduceLROnPlateau', 'mode': 'min', 'factor': 0.2292856810691963, 'patience': 10}",8,0.10524660633484165,0.9502262443438914,0.05576878401279718,0.10525564859753857
1036,1,1024,0.14014376601899867,relu,"{'name': 'AdamW', 'lr': 2.9942259252713243e-05}",BCEWithLogitsLoss,0.7553612993896562,"{'name': 'ReduceLROnPlateau', 'mode': 'min', 'factor': 0.33471424168390357, 'patience': 15}",8,0.17803393665158374,0.994343891402715,0.10156974158161267,0.17804312724505633
1036,2,1024,0.17719580099483268,relu,"{'name': 'AdamW', 'lr': 0.00036633613839379066}",BCEWithLogitsLoss,0.7532540462028571,{'name': 'None'},8,0.3577235294117647,0.9937621202327086,0.22503798759965737,0.3577298528053586
1036,2,1024,0.17344633279399432,relu,"{'name': 'RMSprop', 'lr': 0.00015358797444133492}",BCEWithLogitsLoss,0.6798195126043866,{'name': 'None'},8,0.577797737556561,0.9367509438776408,0.4291643997174983,0.5777952121542813
1036,2,128,0.16996388318199307,relu,"{'name': 'RMSprop', 'lr': 4.1477352437044903e-05}",MultiLabelSoftMarginLoss,0.677969865142311,{'name': 'None'},8,0.39136108597285063,0.9807943690296632,0.2526396519419307,0.39136657241618156
1036,2,128,0.24699871453245323,relu,"{'name': 'RMSprop', 'lr': 0.000424588914727837}",MultiLabelSoftMarginLoss,0.6774519288529341,{'name': 'None'},8,0.10524660633484165,0.9502262443438914,0.05576878401279718,0.10525564859753857
1036,2,512,0.26455018286885984,relu,"{'name': 'RMSprop', 'lr': 2.5321592090660694e-05}",BCEWithLogitsLoss,0.6208876710289559,{'name': 'None'},8,0.10524660633484165,0.9502262443438914,0.05576878401279718,0.10525564859753857
1036,2,512,0.27095324986948266,elu,"{'name': 'RMSprop', 'lr': 7.253918659903899e-05}",BCEWithLogitsLoss,0.6273610493122007,{'name': 'None'},32,0.6890665158371041,0.9636531141056027,0.5493200510055547,0.689062742481999
1036,2,512,0.181309976093274,elu,"{'name': 'Adam', 'lr': 3.626434201811335e-05}",BCEWithLogitsLoss,0.5874560278898454,"{'name': 'CosineAnnealingLR', 'T_max': 22.19541810301712, 'eta_min': 1e-06}",32,0.1091158371040724,0.9524886877828054,0.05808720862224346,0.10912495647815346
1036,2,1024,0.29076800293050387,elu,"{'name': 'RMSprop', 'lr': 0.0001823718589088349}",BCEWithLogitsLoss,0.5613984505419849,{'name': 'None'},32,0.28642579185520367,0.9821895424836602,0.17402763396816304,0.2864309742639485
1036,2,512,0.21810557921191334,elu,"{'name': 'RMSprop', 'lr': 3.3891481352827915e-05}",BCEWithLogitsLoss,0.5532541434962467,{'name': 'None'},32,0.10524660633484165,0.9502262443438914,0.05576878401279717,0.10525564859753854
1036,2,512,0.2244691497861303,elu,"{'name': 'RMSprop', 'lr': 1.8981938667267713e-05}",BCEWithLogitsLoss,0.6465803313786685,{'name': 'None'},32,0.10524660633484165,0.9502262443438914,0.05576878401279717,0.10525564859753854
1036,3,512,0.3211744307735936,elu,"{'name': 'RMSprop', 'lr': 0.00025829821703816913}",BCEWithLogitsLoss,0.6448278321324611,{'name': 'None'},32,0.10524660633484165,0.9502262443438914,0.05576878401279717,0.10525564859753854
1036,3,512,0.3166183217147931,leaky_relu,"{'name': 'RMSprop', 'lr': 0.00010901299342169528}",BCEWithLogitsLoss,0.6935878904503828,"{'name': 'ExponentialLR', 'gamma': 0.8945072858606105}",16,0.10524660633484162,0.9502262443438914,0.055768784012797175,0.10525564859753857
1036,1,256,0.30748938366690964,leaky_relu,"{'name': 'Adam', 'lr': 4.301057012323188e-05}",BCEWithLogitsLoss,0.5916438224247965,"{'name': 'ExponentialLR', 'gamma': 0.974495965689669}",8,0.10337285067873302,0.8868778280542986,0.0550342244547082,0.10338160733778312
1036,1,256,0.24732129912982917,leaky_relu,"{'name': 'Adam', 'lr': 0.0006016388272033772}",BCEWithLogitsLoss,0.5886732636778659,"{'name': 'ExponentialLR', 'gamma': 0.8884477675220849}",8,0.0,0.0,0.0,0.0
1036,2,512,0.23527990683665742,elu,"{'name': 'Adam', 'lr': 0.00038752966121650604}",BCEWithLogitsLoss,0.5877873993691916,"{'name': 'ReduceLROnPlateau', 'mode': 'min', 'factor': 0.19067262026029594, 'patience': 15}",32,0.10524660633484165,0.9502262443438914,0.05576878401279717,0.10525564859753854
1036,2,512,0.19190459765751855,elu,"{'name': 'RMSprop', 'lr': 0.00016677962053896294}",SoftMarginLoss,0.7689449264581028,"{'name': 'ReduceLROnPlateau', 'mode': 'min', 'factor': 0.21844250487731398, 'patience': 5}",32,0.19819592760180998,0.15165226929932807,0.2889690388185036,0.19819545324858398
1036,2,2048,0.1849989641872787,tanh,"{'name': 'RMSprop', 'lr': 0.000154575883406951}",SoftMarginLoss,0.7000200054440489,"{'name': 'StepLR', 'step_size': 5, 'gamma': 0.5926027111997902}",64,0.2292819004524887,0.17551076374605784,0.3340179416794525,0.22927823660515345
1036,3,2048,0.28561990927056746,tanh,"{'name': 'RMSprop', 'lr': 2.4255883696514003e-05}",SoftMarginLoss,0.6996440467305193,"{'name': 'CyclicLR', 'base_lr': 2.4447782568956978e-05, 'max_lr': 0.007846856401747678, 'step_size_up': 2000, 'mode_cyclic': 'exp_range'}",16,0.22485746606334842,0.17221993692581924,0.3271953217674447,0.22485540586121436
1036,2,128,0.168555620535148,relu,"{'name': 'RMSprop', 'lr': 0.0006087820149036754}",MultiLabelSoftMarginLoss,0.6952699738331416,{'name': 'None'},8,0.26782307692307694,0.9894419306184011,0.15956957928351223,0.267830674207366
1036,2,128,0.16118954817988726,relu,"{'name': 'RMSprop', 'lr': 0.0004497427375130648}",MultiLabelSoftMarginLoss,0.6355950150541136,{'name': 'None'},8,0.10524660633484165,0.9502262443438914,0.05576878401279718,0.10525564859753857
1036,2,128,0.20936096919929215,relu,"{'name': 'RMSprop', 'lr': 0.0005038210912416356}",MultiLabelSoftMarginLoss,0.6400676388780742,{'name': 'None'},8,0.10524660633484165,0.9502262443438914,0.05576878401279718,0.10525564859753857
1036,2,128,0.2110797042530481,selu,"{'name': 'SGD', 'lr': 0.0009875916906548975, 'momentum': 0.3709751060721879}",MultiLabelSoftMarginLoss,0.669789299031297,{'name': 'None'},8,0.10524660633484165,0.9502262443438914,0.05576878401279718,0.10525564859753857
1036,2,128,0.2660635047991183,selu,"{'name': 'SGD', 'lr': 0.005861032376246177, 'momentum': 0.08006314883949177}",MultiLabelSoftMarginLoss,0.6755459543309142,{'name': 'None'},8,0.0,0.0,0.0,0.0
1036,2,128,0.385706482379888,relu,"{'name': 'AdamW', 'lr': 0.0009821770110117814}",MultiLabelSoftMarginLoss,0.6159223779202013,"{'name': 'CosineAnnealingLR', 'T_max': 24.35080262346583, 'eta_min': 1e-06}",8,0.10524660633484165,0.9502262443438914,0.05576878401279718,0.10525564859753857
1036,1,1024,0.38963631789067144,relu,"{'name': 'AdamW', 'lr': 0.0003928818881009093}",MultiLabelSoftMarginLoss,0.6075495638338431,"{'name': 'CosineAnnealingLR', 'T_max': 31.61819571117018, 'eta_min': 1e-06}",64,0.10524660633484166,0.9502262443438914,0.055768784012797154,0.10525564859753854
1036,1,1024,0.13008954262854117,relu,"{'name': 'RMSprop', 'lr': 1.1086832446991461e-05}",BCEWithLogitsLoss,0.5230359994851217,"{'name': 'CyclicLR', 'base_lr': 2.136158672441195e-05, 'max_lr': 0.06821106677001951, 'step_size_up': 2000, 'mode_cyclic': 'triangular'}",64,0.7377461538461539,0.965005955851115,0.6086722227086682,0.7377402951506794
