output_dim,num_layers,hidden_layer_size,dropout_rate,activation_fn,optimizer,loss_fn,threshold,lr_scheduler,batch_size,average_dice,average_precision,average_recall,average_f1
1036,1,512,0.30423497441940794,tanh,"{'name': 'Adam', 'lr': 1.3067420769812282e-05}",MultiLabelSoftMarginLoss,0.3024926879540801,"{'name': 'ExponentialLR', 'gamma': 0.8597854735929416}",8,0.10393262500000003,0.94,0.05508374025014596,0.10394107398160017
1036,2,1024,0.318328592943868,selu,"{'name': 'Adam', 'lr': 9.861891096751462e-05}",MultiLabelSoftMarginLoss,0.6766597771889775,"{'name': 'ReduceLROnPlateau', 'mode': 'min', 'factor': 0.12284596469824578, 'patience': 10}",16,0.6814469999999999,0.9855171252358754,0.5312062399467782,0.6814426775903037
1036,3,256,0.21948526918923436,elu,"{'name': 'Adam', 'lr': 0.00013947908943081721}",MultiLabelSoftMarginLoss,0.42597485152443393,{'name': 'None'},8,0.10367287500000004,0.94125,0.054911121202526905,0.10368152593161094
1036,2,2048,0.3299425306578876,relu,"{'name': 'SGD', 'lr': 0.001762765564884899, 'momentum': 0.5244762070514807}",MultiLabelSoftMarginLoss,0.4250697559298416,"{'name': 'StepLR', 'step_size': 5, 'gamma': 0.575984755307459}",16,0.028697,0.02204545454545455,0.041518305367112006,0.028698995830575492
1036,3,128,0.10712740726665533,leaky_relu,"{'name': 'Adam', 'lr': 0.0005234696059767745}",BCEWithLogitsLoss,0.3875868487306422,{'name': 'None'},32,0.5258768749999999,0.8088504724442223,0.3995758934679219,0.5258748916365158
1036,3,512,0.2567987213501375,selu,"{'name': 'SGD', 'lr': 0.009481126177665418, 'momentum': 0.017049145768647835}",SoftMarginLoss,0.7446999620760058,"{'name': 'CyclicLR', 'base_lr': 8.967640452120293e-05, 'max_lr': 0.0404175116470891, 'step_size_up': 4000, 'mode_cyclic': 'exp_range'}",16,0.0,0.0,0.0,0.0
1036,1,256,0.27294344911841045,leaky_relu,"{'name': 'AdamW', 'lr': 0.00012124604783078081}",MultiLabelSoftMarginLoss,0.3761471094174073,{'name': 'None'},32,0.6548803750000001,0.9561257990375637,0.5084606241044276,0.6548769992443421
1036,2,512,0.18674603357143255,elu,"{'name': 'RMSprop', 'lr': 2.3148093827439507e-05}",MultiLabelSoftMarginLoss,0.35159830002364895,{'name': 'None'},8,0.7876945,0.9123246940951195,0.700052216981617,0.7876933375001626
1036,2,128,0.30831943483962315,selu,"{'name': 'RMSprop', 'lr': 0.0001312782135354336}",SoftMarginLoss,0.7086227145870789,"{'name': 'StepLR', 'step_size': 5, 'gamma': 0.8697799707002435}",16,0.13646337499999997,0.10466323619849556,0.19799189899055072,0.1364664839926327
1036,1,256,0.28728886353528577,elu,"{'name': 'SGD', 'lr': 0.00028017932475353377, 'momentum': 0.5782796546298419}",SoftMarginLoss,0.6148887809650045,"{'name': 'StepLR', 'step_size': 20, 'gamma': 0.6905912283030176}",16,0.00057675,0.004166666666666667,0.00031460429111315844,0.0005767512077294685
1036,2,1024,0.1469604377874788,tanh,"{'name': 'RMSprop', 'lr': 0.0002612017954470433}",MultiLabelSoftMarginLoss,0.6429355738402236,"{'name': 'ExponentialLR', 'gamma': 0.9259965028258812}",32,0.014534749999999999,0.145,0.007656234610809166,0.014535787236088418
1036,1,512,0.2509057144543204,leaky_relu,"{'name': 'SGD', 'lr': 0.0005123789869098032, 'momentum': 0.8144581149465798}",BCEWithLogitsLoss,0.4290475794120568,"{'name': 'CosineAnnealingLR', 'T_max': 12.934976317488823, 'eta_min': 0}",32,0.03586912499999999,0.027462121212121205,0.052195351463664,0.03587121942582433
1036,3,1024,0.16194640870892785,leaky_relu,"{'name': 'AdamW', 'lr': 2.172061165952096e-05}",SoftMarginLoss,0.41492843893090725,{'name': 'None'},64,0.18925262499999998,0.14481060606060603,0.27587823564235636,0.18924998761378095
1036,1,1024,0.2936731926956959,elu,"{'name': 'RMSprop', 'lr': 5.496353562457791e-05}",BCEWithLogitsLoss,0.6168185908342845,"{'name': 'ReduceLROnPlateau', 'mode': 'min', 'factor': 0.3857017000007936, 'patience': 10}",32,0.9132157499999998,0.988901992212509,0.8535231691249627,0.9132154733445121
1036,1,2048,0.2414031622905495,tanh,"{'name': 'Adam', 'lr': 4.131515227705824e-05}",SoftMarginLoss,0.7178966863493746,"{'name': 'ExponentialLR', 'gamma': 0.8925912254084686}",8,0.2601031250000001,0.19909090909090904,0.3788593742286937,0.260102248133487
1036,1,256,0.16273980389290382,leaky_relu,"{'name': 'RMSprop', 'lr': 4.378083366990564e-05}",BCEWithLogitsLoss,0.41547426391821374,"{'name': 'CyclicLR', 'base_lr': 0.0006083596189728978, 'max_lr': 0.06592065673554585, 'step_size_up': 4000, 'mode_cyclic': 'triangular2'}",8,0.7678160000000002,0.8927808899199037,0.6816375515645214,0.7678129044680255
1036,3,1024,0.3724428869696159,selu,"{'name': 'AdamW', 'lr': 4.4671731180599757e-05}",SoftMarginLoss,0.7849313546311094,"{'name': 'StepLR', 'step_size': 10, 'gamma': 0.7027311860465137}",8,0.0,0.0,0.0,0.0
1036,1,256,0.22810711308477682,selu,"{'name': 'AdamW', 'lr': 0.0005194340076923533}",SoftMarginLoss,0.5602489858299107,"{'name': 'CyclicLR', 'base_lr': 0.00015517639755008856, 'max_lr': 0.005110603031851059, 'step_size_up': 4000, 'mode_cyclic': 'triangular2'}",8,0.23417749999999987,0.17909090909090902,0.3416181584781727,0.23417554917210923
1036,3,512,0.2997651764257806,elu,"{'name': 'AdamW', 'lr': 0.0001871979610496625}",SoftMarginLoss,0.6099854310119945,"{'name': 'ReduceLROnPlateau', 'mode': 'min', 'factor': 0.38520100104521404, 'patience': 5}",64,0.19376812499999999,0.14825757575757575,0.2824184860730589,0.19376594115361137
1036,3,1024,0.14835330722872653,gelu,"{'name': 'RMSprop', 'lr': 1.5467095910712216e-05}",MultiLabelSoftMarginLoss,0.30403499302064085,"{'name': 'CyclicLR', 'base_lr': 0.0003825645325671261, 'max_lr': 0.002412035114354111, 'step_size_up': 4000, 'mode_cyclic': 'exp_range'}",64,0.14010712500000003,0.7759065656565657,0.07924428201157695,0.14011515035489108
1036,1,512,0.24505127055951761,elu,"{'name': 'Adam', 'lr': 0.00024265581101614775}",SoftMarginLoss,0.5085302139963338,"{'name': 'ReduceLROnPlateau', 'mode': 'min', 'factor': 0.4102991277463405, 'patience': 15}",64,0.23320425000000003,0.1784469696969697,0.3399087312644916,0.23320360612848376
1036,1,512,0.34456365417070994,gelu,"{'name': 'SGD', 'lr': 0.0008479300947231451, 'momentum': 0.6011042115866414}",MultiLabelSoftMarginLoss,0.5827552809308434,"{'name': 'CyclicLR', 'base_lr': 7.230741435990851e-05, 'max_lr': 0.0061960772167886915, 'step_size_up': 4000, 'mode_cyclic': 'triangular'}",16,0.0007469999999999998,0.006666666666666666,0.0004003854332801701,0.0007470885093167702
1036,1,2048,0.3087517370363449,gelu,"{'name': 'SGD', 'lr': 0.0021413495494287103, 'momentum': 0.30593392011637943}",MultiLabelSoftMarginLoss,0.6433678629551354,"{'name': 'CosineAnnealingLR', 'T_max': 13.554852031351556, 'eta_min': 1e-05}",32,0.0,0.0,0.0,0.0
1036,3,2048,0.37704432694525214,elu,"{'name': 'SGD', 'lr': 0.00011043269645496414, 'momentum': 0.878810207467696}",BCEWithLogitsLoss,0.3628895086391641,"{'name': 'ExponentialLR', 'gamma': 0.977632955313183}",16,0.022998125,0.017651515151515158,0.033322310426380196,0.022998910030301543
1036,1,2048,0.39169050944566186,elu,"{'name': 'AdamW', 'lr': 0.00021249079494310984}",MultiLabelSoftMarginLoss,0.5472253583051674,"{'name': 'ExponentialLR', 'gamma': 0.8918479457515436}",32,0.10367287500000004,0.94125,0.05491112120252692,0.1036815259316109
1036,3,2048,0.11871499462540011,selu,"{'name': 'RMSprop', 'lr': 9.546732256185976e-05}",SoftMarginLoss,0.4590929923222531,"{'name': 'ReduceLROnPlateau', 'mode': 'min', 'factor': 0.40504776830715206, 'patience': 15}",8,0.20841149999999994,0.15954545454545452,0.3035230290646448,0.20841094521008766
1036,3,1024,0.318226386470768,tanh,"{'name': 'Adam', 'lr': 1.3549200889876152e-05}",MultiLabelSoftMarginLoss,0.7516822437817112,"{'name': 'CosineAnnealingLR', 'T_max': 28.638866533535175, 'eta_min': 0}",8,0.4111529999999999,0.9861532738095239,0.26642549283688827,0.4111566603548248
1036,2,512,0.1915305504586765,tanh,"{'name': 'AdamW', 'lr': 0.0002967306651792724}",BCEWithLogitsLoss,0.7794727530970366,"{'name': 'CyclicLR', 'base_lr': 0.00023589121318555263, 'max_lr': 0.010626602055892073, 'step_size_up': 2000, 'mode_cyclic': 'triangular2'}",32,0.10367287500000004,0.94125,0.05491112120252692,0.1036815259316109
